0.000000e+00, 1.900044e+00, 1.235289e-01, 5.443754e-03, -2.299399e-01, -9.272605e-03, -1.198848e-03
1.000000e-03, 4.743425e+00, 2.418658e-01, 2.003011e-02, -9.277443e-01, -2.184822e-02, -6.033117e-03
2.000000e-03, 6.086948e+00, 2.093294e-01, 3.405177e-02, -1.809238e+00, -5.287703e-03, -1.389251e-02
3.000000e-03, 6.616514e+00, 1.650055e-01, 3.999664e-02, -2.507761e+00, 4.193064e-02, -2.027510e-02
4.000000e-03, 6.759914e+00, 1.436183e-01, 4.071352e-02, -2.961454e+00, 9.219671e-02, -2.201741e-02
5.000000e-03, 6.750352e+00, 1.417627e-01, 4.035463e-02, -3.218541e+00, 1.298575e-01, -1.949737e-02
6.000000e-03, 6.698785e+00, 1.488408e-01, 4.132999e-02, -3.347275e+00, 1.522638e-01, -1.479324e-02
7.000000e-03, 6.649313e+00, 1.572615e-01, 4.419075e-02, -3.403111e+00, 1.629978e-01, -9.985819e-03
8.000000e-03, 6.614167e+00, 1.636434e-01, 4.840257e-02, -3.422392e+00, 1.668084e-01, -6.401321e-03
9.000000e-03, 6.592890e+00, 1.673592e-01, 5.308535e-02, -3.425788e+00, 1.673824e-01, -4.539394e-03
1.000000e-02, 6.581486e+00, 1.689949e-01, 5.745940e-02, -3.423664e+00, 1.669162e-01, -4.304407e-03
1.100000e-02, 6.576059e+00, 1.693957e-01, 6.102373e-02, -3.420523e+00, 1.664371e-01, -5.288713e-03
1.200000e-02, 6.573840e+00, 1.692463e-01, 6.356712e-02, -3.417932e+00, 1.662688e-01, -6.995666e-03
1.300000e-02, 6.573152e+00, 1.689713e-01, 6.510219e-02, -3.416188e+00, 1.663994e-01, -8.976381e-03
1.400000e-02, 6.573101e+00, 1.687746e-01, 6.578015e-02, -3.415142e+00, 1.667056e-01, -1.089313e-02
1.500000e-02, 6.573259e+00, 1.687172e-01, 6.581540e-02, -3.414566e+00, 1.670626e-01, -1.253308e-02
1.600000e-02, 6.573450e+00, 1.687845e-01, 6.543043e-02, -3.414273e+00, 1.673837e-01, -1.379410e-02
1.700000e-02, 6.573613e+00, 1.689334e-01, 6.482180e-02, -3.414136e+00, 1.676248e-01, -1.465840e-02
1.800000e-02, 6.573737e+00, 1.691179e-01, 6.414336e-02, -3.414081e+00, 1.677747e-01, -1.516398e-02
1.900000e-02, 6.573826e+00, 1.693018e-01, 6.350207e-02, -3.414070e+00, 1.678424e-01, -1.537929e-02
2.000000e-02, 6.573887e+00, 1.694614e-01, 6.296166e-02, -3.414079e+00, 1.678469e-01, -1.538343e-02
2.100000e-02, 6.573928e+00, 1.695850e-01, 6.255050e-02, -3.414097e+00, 1.678094e-01, -1.525244e-02
2.200000e-02, 6.573953e+00, 1.696699e-01, 6.227103e-02, -3.414119e+00, 1.677495e-01, -1.505106e-02
2.300000e-02, 6.573966e+00, 1.697196e-01, 6.210895e-02, -3.414140e+00, 1.676824e-01, -1.482902e-02
2.400000e-02, 6.573971e+00, 1.697405e-01, 6.204105e-02, -3.414158e+00, 1.676190e-01, -1.462044e-02
2.500000e-02, 6.573971e+00, 1.697406e-01, 6.204122e-02, -3.414174e+00, 1.675656e-01, -1.444542e-02
2.600000e-02, 6.573967e+00, 1.697274e-01, 6.208472e-02, -3.414185e+00, 1.675250e-01, -1.431273e-02
2.700000e-02, 6.573961e+00, 1.697073e-01, 6.215057e-02, -3.414192e+00, 1.674975e-01, -1.422287e-02
2.800000e-02, 6.573955e+00, 1.696853e-01, 6.222276e-02, -3.414197e+00, 1.674816e-01, -1.417104e-02
2.900000e-02, 6.573949e+00, 1.696646e-01, 6.229034e-02, -3.414198e+00, 1.674750e-01, -1.414962e-02
3.000000e-02, 6.573945e+00, 1.696472e-01, 6.234690e-02, -3.414198e+00, 1.674752e-01, -1.415010e-02
3.100000e-02, 6.573941e+00, 1.696341e-01, 6.238966e-02, -3.414197e+00, 1.674796e-01, -1.416448e-02
3.200000e-02, 6.573939e+00, 1.696253e-01, 6.241854e-02, -3.414195e+00, 1.674862e-01, -1.418597e-02
3.300000e-02, 6.573937e+00, 1.696202e-01, 6.243511e-02, -3.414193e+00, 1.674933e-01, -1.420942e-02
3.400000e-02, 6.573937e+00, 1.696181e-01, 6.244187e-02, -3.414191e+00, 1.675001e-01, -1.423131e-02
3.500000e-02, 6.573937e+00, 1.696182e-01, 6.244157e-02, -3.414190e+00, 1.675057e-01, -1.424958e-02
3.600000e-02, 6.573937e+00, 1.696197e-01, 6.243682e-02, -3.414189e+00, 1.675099e-01, -1.426336e-02
3.700000e-02, 6.573938e+00, 1.696218e-01, 6.242981e-02, -3.414188e+00, 1.675127e-01, -1.427264e-02
3.800000e-02, 6.573939e+00, 1.696242e-01, 6.242220e-02, -3.414188e+00, 1.675143e-01, -1.427793e-02
