1,0,0,1,0.05217
2,0,0,2,0.05299
3,0,0,3,0.05721
4,0,0,4,0.06295
5,0,0,5,0.06747
6,0,0,6,0.06895
7,0,0,7,0.07057
8,0,0,8,0.07501
9,0,0,9,0.07773
10,0,0,10,0.1005
11,0,0,11,0.07869
12,0,0,12,0.07964
13,0,0,13,0.08779
14,0,0,14,0.08404
15,0,0,15,0.08344
16,0,0,16,0.0848
17,0,0,17,0.10769
18,0,0,18,0.10909
19,0,0,19,0.13361
20,0,0,20,0.20935
21,0,0,21,0.21149
22,0,0,22,0.19239
23,0,0,23,0.09813
24,0,0,24,0.10143
25,0,0,25,0.1064
26,0,0,26,0.10714
27,0,0,27,0.10738
28,0,0,28,0.11238
29,0,0,29,0.11742
30,0,0,30,0.11815
31,0,0,31,0.13792
32,0,0,32,0.1392
33,0,0,33,0.13911
34,0,0,34,0.13911
35,0,0,35,0.13476
36,0,0,36,0.137
37,0,0,37,0.14107
38,0,0,38,0.14192
39,0,0,39,0.14049
40,0,0,40,0.14097
41,0,0,41,0.14232
42,0,0,42,0.14289
43,0,0,43,0.14362
44,0,0,44,0.14411
45,0,0,45,0.14222
46,0,0,46,0.14417
47,0,0,47,0.1372
48,0,0,48,0.14141
49,0,0,49,0.14384
50,0,0,50,0.15049
51,0,0,51,0.12356
52,0,0,52,0.12692
53,0,0,53,0.12672
54,0,0,54,0.15055
55,0,0,55,0.15381
56,0,0,56,0.16294
57,0,0,57,0.1453
58,0,0,58,0.14535
59,0,0,59,0.14697
60,0,0,60,0.14973
61,0,0,61,0.12605
62,0,0,62,0.12325
63,0,0,63,0.12092
64,0,0,64,0.12357
65,0,0,65,0.12804
66,0,0,66,0.12505
67,0,0,67,0.12605
68,0,0,68,0.12138
69,0,0,69,0.11967
70,0,0,70,0.11515
71,0,0,71,0.11402
72,0,0,72,0.1112
73,0,0,73,0.11991
74,0,0,74,0.11853
75,0,0,75,0.11677
76,0,0,76,0.11709
77,0,0,77,0.11638
78,0,0,78,0.12296
79,0,0,79,0.12207
80,0,0,80,0.12758
81,0,0,81,0.13191
82,0,0,82,0.12909
83,0,0,83,0.1246
84,0,0,84,0.12301
85,0,0,85,0.12676
86,0,0,86,0.12991
87,0,0,87,0.14911
88,0,0,88,0.15094
89,0,0,89,0.15321
90,0,0,90,0.13483
91,0,0,91,0.13576
92,0,0,92,0.13669
93,0,0,93,0.13579
94,0,0,94,0.13427
95,0,0,95,0.12652
96,0,0,96,0.12434
97,0,0,97,0.12944
98,0,0,98,0.12299
99,0,0,99,0.1215
100,0,0,100,0.11998
101,0,0,101,0.11935
102,0,0,102,0.12326
103,0,0,103,0.11769
104,0,0,104,0.11862
105,0,0,105,0.11919
106,0,0,106,0.12138
107,0,0,107,0.12041
108,0,0,108,0.11176
109,0,0,109,0.10564
110,0,0,110,0.10124
111,0,0,111,0.09715
112,0,0,112,0.09401
113,0,0,113,0.09519
114,0,0,114,0.09558
115,0,0,115,0.09776
116,0,0,116,0.09789
117,0,0,117,0.09807
118,0,0,118,0.09518
119,0,0,119,0.09632
120,0,0,120,0.09454
121,0,0,121,0.0929
122,0,0,122,0.09475
123,0,0,123,0.098
124,0,0,124,0.09828
125,0,0,125,0.10001
126,0,0,126,0.10024
127,0,0,127,0.10062
128,0,0,128,0.10151
129,0,0,129,0.10521
130,0,0,130,0.10848
131,0,0,131,0.10416
132,0,0,132,0.11015
133,0,0,133,0.10976
134,0,0,134,0.11311
135,0,0,135,0.1176
136,0,0,136,0.11981
137,0,0,137,0.11638
138,0,0,138,0.11506
139,0,0,139,0.11602
140,0,0,140,0.1134
141,0,0,141,0.10933
142,0,0,142,0.10793
143,0,0,143,0.10875
144,0,0,144,0.11034
145,0,0,145,0.10993
146,0,0,146,0.11008
147,0,0,147,0.11529
148,0,0,148,0.12098
149,0,0,149,0.12141
150,0,0,150,0.11693
151,0,0,151,0.11674
152,0,0,152,0.11747
153,0,0,153,0.11775
154,0,0,154,0.11536
155,0,0,155,0.11619
156,0,0,156,0.11255
157,0,0,157,0.11208
158,0,0,158,0.11062
159,0,0,159,0.11062
160,0,0,160,0.11921
161,0,0,161,0.11788
162,0,0,162,0.11677
163,0,0,163,0.11497
164,0,0,164,0.12003
165,0,0,165,0.116
166,0,0,166,0.11073
167,0,0,167,0.10898
168,0,0,168,0.10643
169,0,0,169,0.10233
170,0,0,170,0.10445
171,0,0,171,0.10031
172,0,0,172,0.10256
173,0,0,173,0.10203
174,0,0,174,0.10199
175,0,0,175,0.09953
176,0,0,176,0.10443
177,0,0,177,0.10866
178,0,0,178,0.10668
179,0,0,179,0.10598
180,0,0,180,0.10267
181,0,0,181,0.10566
182,0,0,182,0.09819
183,0,0,183,0.10125
184,0,0,184,0.10727
185,0,0,185,0.11394
186,0,0,186,0.10948
187,0,0,187,0.11127
188,0,0,188,0.11021
189,0,0,189,0.10814
190,0,0,190,0.10449
191,0,0,191,0.10475
192,0,0,192,0.10627
193,0,0,193,0.10668
194,0,0,194,0.1108
195,0,0,195,0.10559
196,0,0,196,0.10648
197,0,0,197,0.10628
198,0,0,198,0.10227
199,0,0,199,0.09949
200,0,0,200,0.10153
201,0,0,201,0.10471
202,0,0,202,0.11179
203,0,0,203,0.11108
204,0,0,204,0.11437
205,0,0,205,0.11671
206,0,0,206,0.11206
207,0,0,207,0.13966
208,0,0,208,0.14285
209,0,0,209,0.14221
210,0,0,210,0.14106
211,0,0,211,0.14321
212,0,0,212,0.14595
213,0,0,213,0.14571
214,0,0,214,0.14632
215,0,0,215,0.14615
216,0,0,216,0.14572
217,0,0,217,0.14309
218,0,0,218,0.1478
219,0,0,219,0.15071
220,0,0,220,0.14637
221,0,0,221,0.15183
222,0,0,222,0.15211
223,0,0,223,0.15133
224,0,0,224,0.14786
225,0,0,225,0.14822
226,0,0,226,0.14974
227,0,0,227,0.12033
228,0,0,228,0.1209
229,0,0,229,0.12113
230,0,0,230,0.11902
231,0,0,231,0.11895
232,0,0,232,0.11503
233,0,0,233,0.11305
234,0,0,234,0.11344
235,0,0,235,0.11318
236,0,0,236,0.11055
237,0,0,237,0.11226
238,0,0,238,0.11617
239,0,0,239,0.11776
240,0,0,240,0.11496
241,0,0,241,0.11281
242,0,0,242,0.11244
243,0,0,243,0.10611
244,0,0,244,0.11149
245,0,0,245,0.11311
246,0,0,246,0.11175
247,0,0,247,0.11594
248,0,0,248,0.11539
249,0,0,249,0.11625
250,0,0,250,0.11745
251,0,0,251,0.11881
252,0,0,252,0.12614
253,0,0,253,0.12866
254,0,0,254,0.12819
255,0,0,255,0.1212
256,0,0,256,0.12221
257,0,0,257,0.11815
258,0,0,258,0.12249
259,0,0,259,0.12349
260,0,0,260,0.12176
261,0,0,261,0.11152
262,0,0,262,0.11349
263,0,0,263,0.10648
264,0,0,264,0.10448
265,0,0,265,0.11122
266,0,0,266,0.10576
267,0,0,267,0.10565
268,0,0,268,0.09975
269,0,0,269,0.09936
270,0,0,270,0.09899
271,0,0,271,0.09935
272,0,0,272,0.10185
273,0,0,273,0.10656
274,0,0,274,0.10509
275,0,0,275,0.10806
276,0,0,276,0.11052
277,0,0,277,0.11109
278,0,0,278,0.11448
279,0,0,279,0.11595
280,0,0,280,0.11221
281,0,0,281,0.11666
282,0,0,282,0.11585
283,0,0,283,0.11373
284,0,0,284,0.10976
285,0,0,285,0.11238
286,0,0,286,0.11238
287,0,0,287,0.11445
288,0,0,288,0.1156
289,0,0,289,0.11109
290,0,0,290,0.11292
291,0,0,291,0.11435
292,0,0,292,0.11783
293,0,0,293,0.11983
294,0,0,294,0.12457
295,0,0,295,0.12627
296,0,0,296,0.12651
297,0,0,297,0.1263
298,0,0,298,0.13283
299,0,0,299,0.13152
300,0,0,300,0.12809
301,0,0,301,0.12553
302,0,0,302,0.12211
303,0,0,303,0.12073
304,0,0,304,0.12461
305,0,0,305,0.13066
306,0,0,306,0.1308
307,0,0,307,0.13033
308,0,0,308,0.12932
309,0,0,309,0.12594
310,0,0,310,0.12326
311,0,0,311,0.12415
312,0,0,312,0.11813
313,0,0,313,0.1167
314,0,0,314,0.11498
315,0,0,315,0.1091
